PRODNAME,DENSITY,AVAILSPARF_C,AVGEC_C,CRITWARNING,HRSN_C,PERCENTUSED_C,POC_C,POH_C,SPOR_C,STIME_C,SYSTYPE,TBW_GB_C,MediaError(Binary)
970Evo,256,F,G,0, D ,C,H,D,E,E,Laptop,F,0
970Evo,512,D,E,0, A ,A,E,H,E,I,Desktop,F,1
970Evo,1024,F,D,0, D ,A,D,D,E,E,Desktop,F,0
970Evo,512,F,E,0, B ,A,D,E,E,I,Desktop,F,0
970Evo,512,F,F,0, D ,A,F,E,E,E,Desktop,F,0
970Evo,512,F,E,0, D ,A,G,F,E,E,Laptop,F,0
970Evo,1024,F,E,0, B ,A,F,D,E,H,Desktop,G,0
970Evo,1024,F,D,0, B ,A,E,F,E,H,Desktop,G,0
970Evo,1024,F,D,0, D ,A,G,G,E,E,Desktop,G,0
970Evo,1024,F,D,0, B ,A,G,F,E,I,Desktop,G,0
970Evo,1024,F,D,0, B ,A,G,H,E,H,Desktop,G,0
970Evo,1024,F,D,0, B ,A,F,F,E,I,Desktop,G,0
970Evo,1024,F,D,0, B ,A,I,H,E,H,Desktop,G,0
970Evo,512,F,F,0, B ,B,F,G,E,H,Desktop,G,0
970Evo,1024,F,D,0, D ,A,G,H,E,E,Desktop,G,0
970Evo,256,F,H,0, D ,D,H,G,E,E,Desktop,G,0
970Evo,1024,F,E,0, B ,A,F,F,E,I,Desktop,H,0
970Evo,512,F,F,0, D ,B,J,F,E,F,Desktop,H,0
970Evo,512,F,G,0, D ,B,E,F,E,F,Laptop,H,0
970Evo,512,E,F,0, D ,B,I,F,E,E,Desktop,H,0
970Evo,1024,F,D,0, B ,A,B,G,E,H,Desktop,H,0
970Evo,512,F,G,0, B ,B,D,H,E,I,Desktop,H,0
970Evo,512,F,G,0, D ,B,G,G,E,F,Laptop,H,0
970Evo,512,F,F,0, C ,B,I,G,E,G,Desktop,H,0
970Evo,512,C,G,0, C ,C,B,I,E,G,Desktop,H,1
970Evo,512,F,H,0, D ,C,H,H,E,F,Desktop,I,0
970Evo,1024,F,F,0, D ,B,I,H,E,E,Desktop,I,1
970Evo,1024,C,G,0, B ,B,G,H,E,H,Laptop,I,1
970Evo,512,F,H,0, D ,D,I,H,E,E,Desktop,I,0
970Evo,2048,F,F,0, D ,B,G,G,E,E,Desktop,J,0
970Evo,1024,F,H,0, D ,D,I,G,E,E,Desktop,J,0
970Evo,512,F,B,0, B ,A,D,E,E,I,Desktop,B,0
970Evo,512,F,B,0, B ,A,C,G,E,I,Desktop,B,0
970Evo,512,F,B,0, B ,A,C,B,E,I,Desktop,B,0
970Evo,256,F,C,0, D ,A,B,A,E,E,Desktop,C,0
970Evo,512,F,B,0, B ,A,G,B,E,H,Desktop,C,0
970Evo,1024,F,B,0, B ,A,C,B,E,I,Desktop,C,0
970Evo,1024,F,B,0, B ,A,E,E,E,H,Desktop,C,0
970Evo,512,F,C,0, C ,A,F,E,E,G,Laptop,C,0
970Evo,512,F,C,0, A ,A,F,D,E,I,Desktop,C,0
970Evo,512,F,C,0, B ,A,E,E,E,H,Desktop,C,0
970Evo,512,F,C,0, D ,A,C,C,E,F,Desktop,D,0
970Evo,1024,F,B,0, D ,A,H,D,E,F,Laptop,D,0
970Evo,1024,F,C,0, B ,A,F,C,E,I,Desktop,D,0
970Evo,512,F,C,0, B ,A,D,C,E,I,Desktop,D,0
970Evo,256,F,E,0, D ,A,G,C,E,E,Laptop,D,0
970Evo,512,F,C,0, B ,A,C,G,E,I,Desktop,D,0
970Evo,256,F,E,0, D ,A,E,D,E,F,Desktop,D,0
970Evo,1024,F,C,0, B ,A,E,B,E,H,Desktop,E,0
970Evo,1024,F,C,0, B ,A,F,D,E,I,Desktop,E,0
970Evo,1024,F,C,0, C ,A,D,C,E,G,Desktop,E,0
970Evo,1024,F,C,0, B ,A,G,D,E,H,Desktop,E,0
970Evo,512,F,D,0, B ,A,E,D,E,I,Laptop,E,0
970Evo,1024,F,C,0, C ,A,D,B,E,G,Desktop,E,0
970Evo,1024,F,C,0, D ,A,G,C,E,E,Desktop,F,0
970Evo,1024,F,D,0, B ,A,F,D,E,H,Desktop,F,0
970Evo,1024,F,C,0, C ,A,E,E,E,G,Desktop,F,0
970Evo,256,F,F,0, D ,B,H,D,E,E,Laptop,F,0
970Evo,1024,F,C,0, D ,A,F,D,E,E,Laptop,F,0
970Evo,512,F,E,0, B ,A,D,D,E,I,Desktop,F,0
970Evo,512,F,E,0, B ,A,G,E,E,H,Desktop,F,0
970Evo,512,F,E,0, B ,A,G,E,E,I,Laptop,F,0
970Evo,512,F,D,0, B ,A,B,I,E,H,Desktop,F,0
970Evo,1024,F,C,0, B ,A,B,G,E,H,Desktop,F,0
970Evo,1024,F,D,0, C ,A,G,C,E,G,Desktop,F,0
970Evo,512,F,E,0, D ,A,I,E,E,E,Desktop,F,0
970Evo,512,F,E,0, D ,A,F,H,E,E,Desktop,F,0
970Evo,1024,F,D,0, B ,A,F,D,E,I,Laptop,G,0
970Evo,256,F,G,0, D ,C,I,F,E,E,Desktop,G,0
970Evo,1024,F,E,0, C ,A,G,G,E,G,Desktop,G,0
970Evo,1024,F,F,0, B ,B,F,E,E,H,Desktop,H,0
970Evo,256,F,H,0, D ,C,I,I,E,E,Desktop,H,0
970Evo,512,F,G,0, C ,B,H,G,E,F,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,H,E,E,Laptop,H,0
970Evo,512,F,G,0, D ,B,H,F,E,E,Desktop,H,0
970Evo,512,D,G,0, D ,B,H,I,E,E,Desktop,H,1
970Evo,512,F,G,0, D ,C,H,H,E,F,Desktop,H,0
970Evo,512,A,G,0, D ,B,B,I,E,E,Desktop,H,1
970Evo,512,F,G,0, D ,B,H,G,E,F,Desktop,H,0
970Evo,1024,F,F,0, D ,B,G,H,E,E,Desktop,I,0
970Evo,256,F,H,0, D ,D,I,H,E,E,Desktop,I,0
970Evo,1024,F,F,0, B ,B,E,I,E,H,Desktop,I,0
970Evo,1024,F,F,0, D ,B,E,I,E,E,Desktop,I,0
970Evo,512,F,G,0, D ,C,G,G,E,F,Desktop,I,0
970Evo,1024,F,G,0, B ,B,C,H,E,H,Desktop,I,0
970Evo,512,F,H,0, D ,D,F,I,E,F,Desktop,I,0
970Evo,512,F,H,0, D ,D,I,I,E,E,Desktop,I,0
970Evo,512,F,H,0, B ,D,E,F,E,I,Desktop,I,1
970Evo,1024,F,H,0, C ,D,F,H,E,G,Desktop,J,0
970Evo,512,F,C,0, B ,A,C,C,E,I,Laptop,B,0
970Evo,1024,F,A,0, B ,A,D,B,E,H,Laptop,C,0
970Evo,1024,F,B,0, B ,A,B,A,E,I,Desktop,C,0
970Evo,1024,F,A,0, B ,A,B,E,E,I,Desktop,C,0
970Evo,1024,F,B,0, B ,A,D,C,E,H,Laptop,C,0
970Evo,1024,F,B,0, B ,A,G,F,E,I,Desktop,C,0
970Evo,1024,F,B,0, B ,A,F,D,E,I,Desktop,C,0
970Evo,512,F,C,0, B ,A,G,D,E,H,Desktop,D,0
970Evo,1024,F,B,0, D ,A,H,H,E,E,Desktop,D,0
970Evo,1024,F,B,0, B ,A,B,D,E,I,Desktop,D,0
970Evo,512,F,C,0, B ,A,C,D,E,H,Desktop,D,0
970Evo,512,F,C,0, B ,A,E,C,E,H,Laptop,D,0
970Evo,512,F,C,0, B ,A,C,C,E,I,Laptop,D,0
970Evo,512,F,C,0, A ,A,E,E,E,I,Desktop,D,0
970Evo,1024,F,C,0, B ,A,F,D,E,I,Desktop,E,0
970Evo,256,F,E,0, D ,A,E,E,E,E,Desktop,E,0
970Evo,512,F,D,0, C ,A,E,F,E,F,Desktop,E,0
970Evo,512,F,D,0, B ,A,E,E,E,I,Desktop,E,0
970Evo,1024,F,C,0, B ,A,F,E,E,H,Desktop,E,0
970Evo,512,F,D,0, C ,A,F,D,E,G,Desktop,E,0
970Evo,512,F,D,0, D ,A,G,E,E,E,Laptop,E,0
970Evo,512,F,D,0, B ,A,D,G,E,I,Desktop,F,0
970Evo,1024,F,D,0, B ,A,G,H,E,I,Desktop,F,0
970Evo,1024,F,C,0, B ,A,F,E,E,H,Desktop,F,0
970Evo,512,F,E,0, D ,A,H,F,E,E,Desktop,F,0
970Evo,1024,F,D,0, D ,A,H,H,E,F,Desktop,F,0
970Evo,512,F,E,0, B ,A,H,F,E,H,Desktop,F,0
970Evo,256,F,G,0, D ,B,G,G,E,F,Desktop,F,0
970Evo,512,F,E,0, B ,A,E,F,E,I,Desktop,F,0
970Evo,1024,F,D,0, C ,A,H,F,E,G,Desktop,F,0
970Evo,1024,F,D,0, B ,A,I,G,E,H,Desktop,G,0
970Evo,1024,F,E,0, B ,A,E,D,E,H,Desktop,G,0
970Evo,512,F,F,0, D ,A,J,G,E,E,Desktop,G,0
970Evo,1024,F,E,0, D ,A,G,E,E,F,Laptop,G,0
970Evo,256,F,G,0, D ,C,G,G,E,E,Desktop,H,0
970Evo,1024,F,F,0, D ,A,G,H,E,F,Desktop,H,0
970Evo,256,F,H,0, D ,D,E,H,E,E,Laptop,H,0
970Evo,1024,F,F,0, D ,A,H,H,E,E,Desktop,H,0
970Evo,512,F,G,0, D ,C,I,I,E,E,Desktop,I,0
970Evo,1024,B,F,0, B ,B,H,H,E,H,Desktop,I,1
970Evo,1024,E,G,0, B ,B,F,H,E,I,Desktop,I,1
970Evo,1024,F,F,0, B ,B,F,H,E,H,Desktop,I,0
970Evo,512,C,H,0, D ,C,B,I,E,F,Server,I,1
970Evo,2048,B,E,0, D ,A,H,H,E,E,Desktop,I,1
970Evo,256,F,H,0, D ,D,I,I,E,E,Desktop,I,0
970Evo,1024,B,G,0, B ,C,D,I,E,H,Desktop,I,1
970Evo,2048,B,F,0, D ,B,B,J,E,F,Desktop,I,1
970Evo,512,F,I,0, B ,E,E,D,E,H,Desktop,J,0
970Evo,1024,F,A,0, B ,A,B,A,E,H,Desktop,B,0
970Evo,1024,F,A,0, C ,A,D,A,E,G,Desktop,B,0
970Evo,1024,F,B,0, B ,A,G,B,E,I,Laptop,C,0
970Evo,512,F,C,0, D ,A,D,B,E,E,Desktop,C,0
970Evo,512,F,C,0, B ,A,C,B,E,H,Desktop,C,1
970Evo,512,F,C,0, C ,A,G,H,E,G,Desktop,C,0
970Evo,512,F,C,0, B ,A,D,F,E,H,Desktop,D,0
970Evo,256,F,D,0, D ,A,E,D,E,E,Desktop,D,0
970Evo,512,F,C,0, B ,A,D,E,E,I,Desktop,D,0
970Evo,512,F,C,0, C ,A,C,E,E,G,Desktop,D,0
970Evo,512,F,C,0, B ,A,H,D,E,I,Desktop,D,0
970Evo,1024,F,B,0, B ,A,F,C,E,I,Laptop,D,0
970Evo,512,F,C,0, B ,A,F,D,E,H,Laptop,D,0
970Evo,512,F,D,0, B ,A,D,E,E,H,Desktop,D,0
970Evo,512,F,C,0, C ,A,F,C,E,G,Laptop,D,0
970Evo,512,F,C,0, D ,A,H,E,E,F,Laptop,E,0
970Evo,1024,F,C,0, B ,A,D,H,E,I,Desktop,E,0
970Evo,1024,F,C,0, B ,A,D,C,E,H,Desktop,E,0
970Evo,256,F,E,0, D ,A,F,C,E,E,Laptop,E,0
970Evo,2048,F,B,0, D ,A,E,C,E,F,Server,E,0
970Evo,1024,F,C,0, C ,A,E,D,E,F,Desktop,E,0
970Evo,512,F,D,0, B ,A,F,E,E,I,Desktop,E,0
970Evo,512,F,E,0, C ,A,F,F,E,G,Desktop,E,0
970Evo,512,F,D,0, B ,A,G,F,E,H,Desktop,E,0
970Evo,256,F,F,0, D ,B,G,F,E,E,Laptop,E,0
970Evo,2048,F,C,0, D ,A,G,D,E,E,Desktop,F,1
970Evo,512,F,E,0, B ,A,E,G,E,H,Desktop,F,1
970Evo,512,F,D,0, B ,A,D,F,E,I,Desktop,F,0
970Evo,512,F,E,0, D ,A,I,C,E,E,Desktop,F,0
970Evo,2048,F,C,0, D ,A,D,G,E,F,Desktop,F,0
970Evo,512,F,E,0, B ,A,C,G,E,H,Desktop,F,0
970Evo,256,F,G,0, D ,B,H,F,E,E,Desktop,G,0
970Evo,1024,F,D,0, C ,A,G,G,E,G,Desktop,G,0
970Evo,512,F,F,0, D ,B,I,D,E,E,Laptop,G,0
970Evo,512,F,E,0, B ,A,G,G,E,H,Laptop,G,0
970Evo,512,F,F,0, C ,B,F,F,E,G,Desktop,G,0
970Evo,1024,F,D,0, A ,A,B,G,E,I,Desktop,G,0
970Evo,1024,F,E,0, B ,A,D,H,E,H,Desktop,G,0
970Evo,1024,F,E,0, C ,A,H,G,E,G,Laptop,H,0
970Evo,512,F,G,0, B ,B,F,G,E,H,Desktop,H,1
970Evo,1024,F,E,0, D ,A,H,G,E,F,Desktop,H,0
970Evo,512,F,G,0, C ,B,H,F,E,G,Desktop,H,0
970Evo,512,F,G,0, D ,B,H,G,E,E,Desktop,H,0
970Evo,512,F,G,0, D ,B,I,H,E,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,G,E,E,Desktop,H,0
970Evo,512,F,G,0, D ,B,H,G,E,F,Desktop,H,0
970Evo,512,F,G,0, B ,B,E,H,E,I,Server,H,0
970Evo,512,F,G,0, B ,B,E,H,E,H,Server,H,0
970Evo,512,F,G,0, B ,B,F,G,E,I,Desktop,H,0
970Evo,512,F,G,0, C ,B,G,I,E,G,Desktop,H,0
970Evo,512,A,H,0, D ,C,C,I,E,E,Desktop,H,1
970Evo,512,E,I,0, D ,E,G,H,E,E,Desktop,H,1
970Evo,1024,F,D,0, B ,A,J,G,E,I,Desktop,I,0
970Evo,512,F,H,0, D ,D,F,I,E,E,Desktop,I,0
970Evo,1024,F,G,0, B ,B,F,E,E,H,Desktop,I,0
970Evo,1024,F,G,0, C ,C,F,G,E,G,Desktop,I,0
970Evo,2048,B,E,0, D ,A,H,H,E,E,Desktop,I,1
970Evo,512,F,G,0, C ,C,C,I,E,G,Laptop,I,0
970Evo,512,F,H,0, B ,D,F,G,E,H,Desktop,I,0
970Evo,512,F,H,0, B ,D,F,D,E,H,Desktop,I,0
970Evo,1024,F,A,0, B ,A,D,B,E,H,Desktop,B,0
970Evo,256,F,B,0, D ,A,D,B,E,E,Laptop,B,0
970Evo,256,F,B,0, D ,A,B,D,E,E,Laptop,B,0
970Evo,1024,F,B,0, B ,A,E,F,E,H,Desktop,B,0
970Evo,1024,F,A,0, C ,A,H,B,E,G,Desktop,C,0
970Evo,1024,F,B,0, B ,A,F,D,E,H,Desktop,C,0
970Evo,512,F,D,0, B ,A,D,B,E,I,Desktop,C,0
970Evo,512,F,C,0, D ,A,D,B,E,E,Desktop,D,0
970Evo,512,F,C,0, C ,A,G,C,E,G,Desktop,D,0
970Evo,1024,F,B,0, B ,A,E,E,E,H,Desktop,D,0
970Evo,512,F,C,0, B ,A,F,D,E,H,Desktop,D,0
970Evo,512,F,C,0, B ,A,E,C,E,H,Laptop,D,0
970Evo,1024,F,B,0, B ,A,C,B,E,H,Desktop,D,0
970Evo,512,B,C,0, B ,A,C,I,E,I,Desktop,D,1
970Evo,512,F,C,0, B ,A,D,B,E,H,Laptop,D,0
970Evo,1024,F,C,0, B ,A,E,F,E,H,Desktop,E,0
970Evo,1024,F,C,0, C ,A,E,E,E,G,Desktop,E,0
970Evo,512,F,D,0, C ,A,F,D,E,G,Desktop,E,0
970Evo,1024,F,D,0, B ,A,E,E,E,I,Desktop,E,0
970Evo,256,F,F,0, D ,B,E,D,E,E,Desktop,E,0
970Evo,1024,F,C,0, B ,A,H,G,E,H,Desktop,E,0
970Evo,512,F,D,0, B ,A,E,G,E,I,Desktop,E,0
970Evo,1024,F,C,0, D ,A,F,E,E,E,Desktop,E,0
970Evo,1024,F,C,0, B ,A,C,C,E,H,Laptop,E,0
970Evo,512,F,D,0, B ,A,F,F,E,H,Desktop,E,0
970Evo,1024,F,C,0, B ,A,D,D,E,H,Laptop,E,0
970Evo,512,F,E,0, A ,A,F,D,E,I,Laptop,F,0
970Evo,512,F,F,0, B ,A,E,E,E,H,Desktop,F,0
970Evo,1024,F,D,0, D ,A,G,G,E,E,Desktop,F,0
970Evo,512,F,E,0, C ,A,F,G,E,G,Desktop,F,0
970Evo,512,F,E,0, C ,A,I,F,E,G,Desktop,F,0
970Evo,1024,F,D,0, B ,A,F,F,E,H,Desktop,F,0
970Evo,1024,F,C,0, B ,A,H,G,E,H,Desktop,F,0
970Evo,1024,F,D,0, C ,A,F,E,E,G,Desktop,F,0
970Evo,1024,F,E,0, C ,A,C,I,E,G,Desktop,F,0
970Evo,1024,F,D,0, D ,A,G,E,E,E,Desktop,G,0
970Evo,1024,F,D,0, D ,A,G,E,E,F,Desktop,G,0
970Evo,1024,F,D,0, B ,A,E,H,E,H,Desktop,G,0
970Evo,512,F,F,0, D ,B,I,I,E,E,Desktop,G,0
970Evo,256,F,F,0, D ,B,J,D,E,E,Laptop,G,0
970Evo,512,F,F,0, D ,B,H,F,E,F,Desktop,G,0
970Evo,1024,F,E,0, C ,A,E,E,E,G,Desktop,G,0
970Evo,512,E,G,0, B ,B,B,H,E,H,Desktop,G,0
970Evo,1024,F,E,0, B ,A,E,D,E,H,Desktop,G,0
970Evo,1024,B,D,0, C ,A,D,I,E,G,Desktop,H,1
970Evo,1024,F,E,0, D ,A,I,I,E,E,Desktop,H,1
970Evo,512,F,F,0, B ,B,G,G,E,H,Desktop,H,0
970Evo,512,F,G,0, D ,C,G,H,E,E,Desktop,H,0
970Evo,1024,F,E,0, B ,A,B,I,E,H,Desktop,H,1
970Evo,512,D,G,0, B ,B,H,H,E,H,Desktop,H,0
970Evo,1024,C,E,0, B ,A,B,I,E,I,Desktop,H,1
970Evo,1024,F,F,0, B ,B,G,G,E,H,Desktop,H,0
970Evo,512,F,G,0, D ,C,I,I,E,E,Desktop,H,0
970Evo,512,F,G,0, B ,C,B,G,E,H,Desktop,I,1
970Evo,1024,F,F,0, B ,B,H,H,E,H,Desktop,I,0
970Evo,256,F,H,0, D ,D,H,I,E,E,Desktop,I,0
970Evo,512,F,H,0, C ,D,H,H,E,F,Desktop,I,0
970Evo,512,F,G,0, D ,C,I,G,E,E,Desktop,I,0
970Evo,1024,E,H,0, C ,C,E,I,E,G,Desktop,I,0
970Evo,1024,F,I,0, D ,E,F,H,E,E,Desktop,J,0
970Evo,1024,F,A,0, A ,A,C,B,E,I,Laptop,B,0
970Evo,512,F,B,0, D ,A,B,B,E,E,Desktop,B,0
970Evo,512,F,B,0, B ,A,C,B,E,H,Desktop,B,0
970Evo,512,F,B,0, C ,A,D,I,E,G,Desktop,C,0
970Evo,2048,F,B,0, D ,A,I,B,E,E,Desktop,C,0
970Evo,1024,F,C,0, B ,A,G,C,E,I,Desktop,D,0
970Evo,256,F,D,0, D ,A,D,C,E,E,Laptop,D,0
970Evo,1024,F,B,0, B ,A,D,D,E,I,Desktop,D,0
970Evo,256,F,D,0, D ,A,H,D,E,E,Desktop,D,0
970Evo,512,F,C,0, B ,A,B,F,E,I,Desktop,D,0
970Evo,2048,F,B,0, C ,A,C,E,E,F,Desktop,D,0
970Evo,1024,F,C,0, B ,A,D,C,E,I,Desktop,E,0
970Evo,1024,F,C,0, B ,A,C,B,E,H,Desktop,E,1
970Evo,512,F,D,0, D ,A,F,C,E,E,Laptop,E,0
970Evo,1024,F,C,0, C ,A,G,D,E,G,Desktop,E,0
970Evo,1024,F,D,0, B ,A,F,E,E,H,Desktop,E,0
970Evo,512,D,D,0, B ,A,F,F,E,H,Laptop,E,1
970Evo,256,F,F,0, D ,B,E,E,E,E,Desktop,E,0
970Evo,256,F,G,0, D ,B,E,F,E,E,Desktop,F,0
970Evo,1024,F,D,0, C ,A,H,H,E,G,Desktop,F,0
970Evo,1024,F,D,0, B ,A,F,E,E,H,Desktop,F,0
970Evo,1024,F,E,0, B ,A,G,D,E,H,Desktop,F,0
970Evo,512,F,D,0, C ,A,G,G,E,G,Desktop,F,0
970Evo,1024,F,C,0, B ,A,H,F,E,I,Desktop,F,0
970Evo,1024,F,D,0, B ,A,C,F,E,I,Desktop,F,0
970Evo,256,F,F,0, D ,B,H,F,E,E,Desktop,F,0
970Evo,512,F,E,0, D ,A,F,F,E,E,Desktop,F,0
970Evo,1024,F,D,0, C ,A,D,E,E,F,Desktop,F,0
970Evo,512,D,E,0, D ,A,F,H,E,F,Desktop,G,0
970Evo,1024,F,E,0, C ,A,G,G,E,G,Desktop,G,0
970Evo,1024,F,E,0, B ,A,B,I,E,H,Desktop,G,0
970Evo,1024,F,E,0, B ,A,D,G,E,H,Desktop,G,0
970Evo,512,F,E,0, B ,A,B,H,E,H,Desktop,G,1
970Evo,2048,F,C,0, D ,A,J,H,E,E,Desktop,G,1
970Evo,512,F,G,0, D ,B,G,I,E,F,Desktop,H,0
970Evo,1024,F,E,0, D ,A,G,H,E,F,Desktop,H,0
970Evo,512,F,G,0, D ,B,I,F,E,F,Laptop,H,0
970Evo,1024,F,E,0, D ,A,I,H,E,E,Desktop,H,0
970Evo,1024,F,D,0, B ,A,F,H,E,H,Desktop,H,0
970Evo,512,D,G,0, D ,B,G,I,E,E,Desktop,H,1
970Evo,512,F,G,0, D ,B,J,G,E,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,H,E,E,Laptop,H,0
970Evo,512,F,G,0, D ,B,I,I,E,E,Laptop,H,0
970Evo,256,F,H,0, D ,D,B,I,E,E,Desktop,I,1
970Evo,512,F,H,0, D ,D,I,I,E,E,Desktop,I,0
970Evo,256,F,I,0, D ,E,G,I,E,E,Desktop,I,0
970Evo,512,A,G,0, D ,B,I,H,E,E,Desktop,I,1
970Evo,1024,F,G,0, C ,B,F,F,E,G,Desktop,I,0
970Evo,512,F,I,0, D ,E,C,I,E,E,Desktop,I,0
970Evo,512,B,I,0, D ,E,C,J,E,E,Desktop,J,1
970Evo,512,F,I,0, D ,E,I,I,E,E,Desktop,J,0
970Evo,1024,E,H,0, D ,D,G,I,E,E,Desktop,J,0
970Evo,512,F,I,4, B ,E,D,I,E,H,Desktop,J,0
970Evo,512,F,B,0, B ,A,C,B,E,H,Laptop,B,0
970Evo,1024,F,B,0, A ,A,D,B,E,I,Server,C,0
970Evo,1024,F,B,0, B ,A,B,B,E,I,Desktop,C,0
970Evo,512,F,B,0, B ,A,C,B,E,H,Desktop,C,0
970Evo,1024,F,B,0, B ,A,E,C,E,I,Desktop,C,0
970Evo,512,F,C,0, B ,A,D,C,E,H,Laptop,C,0
970Evo,512,F,C,0, B ,A,E,C,E,I,Laptop,C,0
970Evo,1024,F,B,0, B ,A,D,C,E,I,Desktop,D,0
970Evo,1024,F,B,0, B ,A,E,H,E,H,Desktop,D,0
970Evo,1024,F,B,0, B ,A,D,D,E,H,Laptop,D,0
970Evo,1024,F,C,0, D ,A,D,B,E,F,Laptop,D,0
970Evo,1024,F,C,0, A ,A,D,C,E,I,Desktop,D,0
970Evo,512,F,D,0, D ,A,F,C,E,F,Desktop,E,0
970Evo,1024,F,C,0, D ,A,H,D,E,F,Desktop,E,0
970Evo,512,F,C,0, D ,A,F,D,E,F,Desktop,E,0
970Evo,1024,F,C,0, C ,A,H,I,E,G,Desktop,E,1
970Evo,1024,F,C,0, C ,A,E,C,E,G,Desktop,E,0
970Evo,256,F,E,0, D ,A,H,F,E,E,Desktop,E,0
970Evo,512,F,D,0, B ,A,E,F,E,I,Desktop,E,0
970Evo,1024,F,C,0, B ,A,G,D,E,I,Desktop,E,0
970Evo,512,F,D,0, D ,A,F,E,E,E,Desktop,E,0
970Evo,512,F,D,0, D ,A,E,E,E,F,Desktop,E,0
970Evo,1024,F,C,0, C ,A,E,I,E,G,Desktop,E,0
970Evo,512,F,D,0, B ,A,H,F,E,H,Desktop,F,0
970Evo,1024,F,C,0, B ,A,E,E,E,H,Laptop,F,0
970Evo,1024,F,C,0, D ,A,I,E,E,F,Laptop,F,0
970Evo,1024,F,D,0, B ,A,G,E,E,I,Desktop,F,0
970Evo,1024,F,D,0, B ,A,E,F,E,I,Desktop,F,0
970Evo,1024,F,D,0, D ,A,H,E,E,F,Desktop,G,0
970Evo,512,F,F,0, D ,A,E,F,E,F,Laptop,G,0
970Evo,1024,F,E,0, C ,A,H,D,E,F,Desktop,G,0
970Evo,1024,F,D,0, D ,A,I,G,E,E,Laptop,G,0
970Evo,1024,F,E,0, B ,A,F,G,E,H,Desktop,H,0
970Evo,512,F,G,0, B ,B,F,G,E,I,Desktop,H,0
970Evo,1024,F,F,0, B ,A,G,G,E,H,Desktop,H,0
970Evo,512,F,F,0, B ,B,G,F,E,H,Laptop,H,0
970Evo,512,B,F,0, D ,B,I,I,E,E,Laptop,H,1
970Evo,1024,F,F,0, B ,A,C,I,E,H,Desktop,H,0
970Evo,1024,F,F,0, C ,B,G,I,E,G,Desktop,H,0
970Evo,256,F,H,0, D ,D,E,J,E,E,Desktop,H,0
970Evo,1024,F,F,0, C ,A,G,F,E,G,Desktop,H,0
970Evo,512,E,G,0, D ,B,B,F,E,E,Laptop,H,0
970Evo,1024,F,F,0, B ,B,E,E,E,H,Desktop,H,0
970Evo,512,F,G,0, D ,C,I,I,E,E,Desktop,H,1
970Evo,512,F,G,0, D ,C,I,F,E,E,Laptop,I,0
970Evo,1024,D,F,0, D ,B,I,I,E,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,H,I,E,F,Desktop,I,0
970Evo,1024,D,G,0, D ,B,C,J,E,E,Desktop,I,1
970Evo,512,B,H,0, D ,D,I,I,E,E,Desktop,I,1
970Evo,256,E,I,0, D ,E,D,I,E,E,Desktop,I,1
970Evo,1024,C,G,0, D ,C,H,J,E,E,Desktop,J,1
970Evo,1024,F,B,0, B ,A,F,B,E,H,Desktop,B,0
970Evo,256,F,C,0, D ,A,F,C,E,F,Desktop,C,0
970Evo,512,F,C,0, B ,A,G,C,E,H,Desktop,D,0
970Evo,512,F,D,0, D ,A,E,B,E,F,Desktop,D,0
970Evo,512,F,D,0, C ,A,H,C,E,G,Desktop,D,0
970Evo,512,F,C,0, B ,A,F,D,E,H,Desktop,D,0
970Evo,512,F,C,0, B ,A,D,E,E,H,Desktop,D,0
970Evo,1024,F,C,0, B ,A,E,E,E,H,Desktop,E,0
970Evo,256,F,E,0, D ,A,D,C,E,E,Laptop,E,0
970Evo,512,F,D,0, D ,A,E,E,E,E,Desktop,E,0
970Evo,512,F,D,0, B ,A,H,D,E,I,Desktop,E,0
970Evo,512,F,D,0, B ,A,I,F,E,H,Laptop,E,0
970Evo,1024,F,C,0, C ,A,D,E,E,G,Desktop,E,0
970Evo,1024,F,D,0, C ,A,G,D,E,G,Desktop,F,0
970Evo,1024,F,D,0, C ,A,B,I,E,G,Desktop,F,0
970Evo,512,F,F,0, B ,A,F,G,E,H,Desktop,F,0
970Evo,512,F,E,0, D ,A,I,E,E,F,Laptop,F,0
970Evo,512,F,E,0, D ,A,G,G,E,E,Desktop,F,0
970Evo,256,F,F,0, C ,B,E,G,E,F,Desktop,F,0
970Evo,1024,F,D,0, C ,A,C,J,E,G,Desktop,F,1
970Evo,256,F,G,0, D ,C,G,D,E,E,Laptop,G,0
970Evo,1024,F,D,0, B ,A,F,G,E,I,Desktop,G,0
970Evo,1024,F,D,0, B ,A,G,E,E,H,Desktop,G,0
970Evo,512,F,E,0, B ,A,G,H,E,H,Desktop,G,1
970Evo,1024,F,D,0, C ,A,G,G,E,G,Desktop,G,0
970Evo,1024,F,E,0, B ,A,H,E,E,H,Desktop,G,0
970Evo,512,F,G,0, B ,B,G,G,E,I,Laptop,H,0
970Evo,256,F,H,0, C ,D,D,I,E,F,Desktop,H,0
970Evo,512,D,G,0, D ,B,G,I,E,F,Desktop,H,1
970Evo,512,F,G,0, D ,B,E,I,E,E,Desktop,H,0
970Evo,512,E,G,0, D ,B,C,I,E,F,Desktop,I,1
